,City,Distances,Data,Name,Website,State,Latitude,Longitude
535,Silver Creek Plunge,"54 Miler, 37 Miler",6/27/2020,WIFMER 2.0,https://www.facebook.com/groups/143248549546/,ID,44.3294,-115.803
536,Grangeville,"20 Miler, 10 Miler, 5 Miler",7/5/2020,Twin Pines Trail Run,https://twinpinestrailrun.webnode.com/,ID,45.9266,-116.122
537,Salmon,"100K, 55K",7/11/2020,Beaverhead Endurance Runs,http://beaverheadenduranceruns.com/,ID,44.8144,-113.272
538,Stanley,Running Camp,7/16/2020,Technical Running Camp with Brittany Peterson and Cody Lind,https://www.brittanypetersonruns.com/running-camps,ID,44.2155,-114.935
539,Ketchum,"60K, 30K",7/25/2020,Standhope,http://www.standhopeultrachallenge.com,ID,43.8351,-114.258
540,Sumpter,"50K, 50 Miler",7/25/2020,Elkhorn Crest 50,https://www.alpinerunning.co,OR,44.7416,-118.198
541,Wildwood,"53K, 1/2 Marathon",9/28/2019,Rockin' Rockwoods Trail Race,http://rockinrockwoods.weebly.com/,MO,38.5275,-90.686
542,Illinois City,4hrs,9/28/2019,4sta Hike,https://www.facebook.com/events/2176547425733086/?ti=cl,IL,41.4349,-90.8443
543,Sterling,"100 Miler, 100 Mile - 5 Person Relay, 50 Miler, 50K",10/5/2019,The Hennepin Hundred,http://hennepinhundred.com,IL,41.7976,-89.6571
544,Kirksville,1/2 Marathon,10/12/2019,FLATS Trail Half Marathon,https://www.facebook.com/flatstrailhalfmarathon/,MO,40.1838,-92.6432
545,Johnston City,"12hrs, 6hrs",10/12/2019,Arrowhead Endurance Run,https://www.facebook.com/Arrowhead-Endurance-Run-829031684140131/,IL,37.828,-88.9106
546,St. Louis,"100M Training, 50M or 100K Training, 50K Training",10/14/2019,Ultra-marathon Coaching Program,http://www.terraintrailrunners.com/shalini-kovach.html,MO,37.5472,-88.7702
547,Dubuque,"100 Miler, 100K",10/18/2019,Mines of Spain 100,https://minesofspain100.com/,IA,42.4807,-90.6654
548,Urbana,"5K - 5 Person Relay, 5K, Kilometer",10/19/2019,Illini Mentor Program 5K Fun Run,https://tinyurl.com/impfunrun,IL,40.102,-88.2272
549,South Bend,"24hrs, 12hrs, 6hrs",10/19/2019,St. Pats 24 Hour Race,http://www.stpats24hour.com/,IN,41.7525,-86.2692
550,St. Louis,"6hrs, 12hrs",10/19/2019,Minnie Ha Ha 6 & 12 hour run,http://www.stlouisultrarunnersgroup.com,MO,38.5152,-90.4341
551,Manchester,"Mile, 5K",10/20/2019,11th Annual CURED walk/fun run,https://curedfoundation.org/,MO,38.5883,-90.5141
552,Augusta,Trail Summit,10/25/2019,STL Women's Trail Summit,https://stlwomenstrailsummit.weebly.com/,MO,38.5432,-90.6812
553,Pekin,"5.5 Miler, 8hrs",10/26/2019,McNotAgain Trail Runs,http://www.mayhemracemanagement.com/mcnotagain/,IL,40.5989,-89.5985
554,Nashville,"50K, Marathon, 1/2 Marathon, Quarter Marathon",10/26/2019,Tecumseh Trail Marathon,http://www.dinoseries.com/,IN,39.1914,-86.344
555,Beloit,"10K, 8hrs, 5K",10/26/2019,Big Hill Bash Ultra,https://www.facebook.com/Bighillbashultra/,WI,42.5579,-89.0478
556,Liberyville,"34 Miler, 17 Miler, 8.5 Miler",10/27/2019,Run of the Dead Elimination Run,https://www.facebook.com/RunoftheDeadER/,IL,42.2718,-87.9145
557,Dubuque,"50K, 25K",11/2/2019,Miner 49er,https://www.facebook.com/Miner-49er-50k-25k-Endurance-Runs-319469775225029/,IA,42.4591,-90.6641
558,Brownstown,"50 Miler, 50K, 10 Miler",12/7/2019,Jackson County 50-50 Ultramarathon,http://www.dinoseries.com/ultra-marathon-trail-run/,IN,38.8638,-86.0196
559,Wildwood,Marathon,12/8/2019,Wildwood Trail Marathon,http://wildwoodtrailmarathon.weebly.com/,MO,38.5519,-90.6386
560,Libertyville,"50K, 25K, 15K",12/14/2019,Arctic Frog Endurance Run,http://www.froghopssports.com/,IL,42.3099,-87.9492
561,Crystal Lake,"50K, 10K",1/11/2020,Frozen Gnome,http://www.runfrozengnome.com/,IL,42.2523,-88.3202
562,Wildwood,"9hrs, 6hrs, 3hrs",2/8/2020,963 Beulah Challenge,https://963beulahchallenge.weebly.com/,MO,38.5319,-90.6852
563,St. Charles,"Marathon, 20K",2/15/2020,Weldon Spring Trail Marathon and 20k,http://www.stlouistrackclub.com,MO,38.6969,-90.7254
564,Festus,"12hrs, 6hrs, 1hrs",3/7/2020,The Endurance Trials - Timed/Ultra,https://www.facebook.com/events/238060040065467/,MO,38.2334,-90.4233
565,Poland,"50 Miler, 50K, 14 Miler",3/21/2020,OPSF5050,http://www.opsf5050.com/,IN,39.3449,-86.8521
566,Pekin,"200 Miler, 150 Miler, 10 Miler, 100 Miler, 50 Miler, 30 Miler",4/2/2020,Potawatomi Trail Runs,http://www.potawatomitrailruns.com,IL,40.5917,-89.6034
567,Beloit,Last Runner Standing,4/3/2020,Big Hill Bonk - Wisconsin's Backyard Ultra,https://www.bigslorunning.com/,WI,42.5562,-89.0492
568,Libertyville,"200 Meter  Kids Run, 1/2 Marathon, 10K, 5K",4/11/2020,Bunny Wabbit Run and Easter Egg Hunt,http://www.froghopssports.com,IL,42.306,-87.9529
569,St Louis,"50K, 25K",4/18/2020,Double Chubb,http://www.stlouisultrarunnersgroup.com/,MO,38.5201,-90.5815
570,Crystal Lake,"50K, 15 Miler, 5 Miler",4/18/2020,Earth Day 50k/ 15 Mile / 5 Mile,http://www.earthdaytrailrace.com/,IL,42.2521,-88.3189
571,Washington,"12hrs, 6hrs",4/25/2020,LX3 - A Timed Event,https://m.facebook.com/themeangoose/,MO,38.5634,-91.0309
572,Terre Haute,"12H Solo, 12H 2 Person, 12H 3-6 Person, 6H 3 Person, 6H Solo",5/16/2020,Hawthorn Half Day Relay & Ultra,http://www.hawthornhalfdayrelay.com/,IN,39.49,-87.3229
573,Galena,"8hrs, 4hrs",5/16/2020,Galena Sky Trail Races,https://www.galenaskytrailrace.com/,IL,42.319,-90.3938
574,Belleville,"50 Miler, 50K, 1/2 Marathon",5/30/2020,"Sugar Badger 50/50 and half, by Ten Junk Miles Racing",https://www.tenjunkmilesracing.com/,WI,42.8606,-89.5333
575,LaGrange,"100 Miler, 100 Mile 4 Person Relay, 100K, 38 Miler, 50K",6/13/2020,Kettle Moraine,https://www.kettlemoraine100.com/,WI,42.8212,-88.6016
576,Milwaukee,"6day - Sunday, 48hr - Friday, 24hr - Friday, 24hr - Saturday, 24hrs Thursday",7/23/2020,Six Days in the Dome,http://www.Run6Days.com,WI,43.0256,-88.0157
577,Argyle,"50 Miler, 50K, 10 Miler",8/1/2020,Wedel Farm 50,https://www.facebook.com/Wedelfarmtrailraces/,WI,42.7397,-89.8575
578,Belleville,"100 Miler, 100K, 50 Miler, 50K, Marathon, 1/2 Marathon",8/1/2020,Badger Trail Races by Ten Junk Miles Racing,https://www.tenjunkmilesracing.com/,WI,42.861,-89.5358
579,Forest City,"200K, 150k, 100K, 50K",9/5/2020,Temptation 200 Ultras,http://www.Temptation200.com,IL,40.4006,-89.8786
580,Middleville,"50K, 25K, 10K, Mile",10/5/2019,Yankee Springs Fall Festival,http://switchbackendurance.com/fall-festival-of-races/,MI,42.613,-85.4907
581,West Portsmouth,50 Miler,10/5/2019,Shawnee 50 Mile Trail Run,https://www.shawneetrailrun.com/,OH,38.7398,-83.2036
582,Adrian,"5K, Mile",11/9/2019,Fall Into Fitness,http://www.runningwithes.com/,MI,41.8984,-84.0535
583,Louisville,1/2 Marathon,11/16/2019,The JMF Trails Hillbilly Half,https://www.headfirstperformance.com,KY,38.0856,-85.7668
584,Brandenburg,"Marathon, 16 Miler, 8 Miler",12/21/2019,Otter Creek,http://www.headfirstperformance.com/,KY,37.9438,-86.0483
585,Albion,"50K, 3 Person Relay, One Loop Run",12/28/2019,The HUFF,http://VeepRaces.com,IN,41.3298,-85.3828
586,Fairdale,"50K, 15 Miler, 6 Miler",2/8/2020,Louisville Lovin' the Hills,http://69.195.124.103/~headfir2/?page_id=351,KY,38.0845,-85.7652
587,Delaware,"30K, 10 Miler",3/14/2020,Seamus O'Possum's Thirty Kilometer Trail Footrace,http://www.possumraces.com/seamus-opossums-30k,OH,40.3584,-83.0711
588,Borden,"50K, 25K, 10K",3/15/2020,Knobstone Knockout,http://dcracetiming.com/knobstoneknockout/,IN,38.4686,-85.862
589,Morehead,"50 Miler, 50K, 10 Miler",4/25/2020,Big Turtle 50 Miler,http://nextopportunityevents.com/bigturtle50#btregistration,KY,38.1881,-83.4329
590,Louisville,"Marathon, 1/2 Marathon",4/26/2020,Backside Trail Marathon,https://backsidetrailmarathon.weebly.com/,KY,38.2406,-85.6741
591,Vinton,"50K, 10 Miler",10/5/2019,Doggone Tired Ultra,http://www.vintonpizzahutruns.weebly.com,IA,42.1944,-92.0822
592,Canton,"6 Miler, 2 Miler",10/12/2019,Newton Hills Trail Race,http://runsiouxfalls.org/trail-series,SD,43.2278,-96.5763
593,Omaha,"50K, 21 Miler, 10.5 Miler, 5 Miler",10/20/2019,GOATZ Trail Runs,https://goatz.org/goatz-trail-runs-50k/,NE,41.3386,-96.0457
594,Canton,"50K, 30K, 20K",10/26/2019,Glacier Hills Ultra 50K,http://www.runsiouxfalls.org/newton-hills-ultra/4589781317,SD,43.2258,-96.579
595,Winona,"25K Duathlon Relay, 25K Duathlon, 20K Advanced MTB, 15K Intermediate MTB, 11K Duathlon Relay, 11K",11/9/2019,"Storm the Bluffs - Trail Run, MTB, Duathlon",https://www.thestormtrs.org/,MN,44.0407,-91.6619
596,Omaha,"1/2 Marathon, 10K, 5K, Kids Race",11/28/2019,Feast and Feathers,http://www.feastandfeathers.com,NE,41.3511,-96.0558
597,Granger,"100 Miler, 50 Mile 5 Person Relay, 50 Miler, 30 Miler, 10 Miler",11/30/2019,The Stuffed Turkey Endurance Races,https://stuffedturkeyendurance.weebly.com/,IA,41.7891,-93.788
598,Honey Creek,"100 Miler, 101K, 50 Miler, 1/2 Marathon",12/14/2019,Hitchcock Experience Endurance Runs,https://goatz.org/hitchcock-experience/,IA,41.4145,-95.8644
599,Winona,"43K, 21K, 10K, 5K",7/25/2020,Storm the Farm - Trail Run,https://www.thestormtrs.org,MN,43.9435,-91.5746
600,Independence,"50K, 25K",9/28/2019,FlatRock,http://www.FlatRock50.com/,KS,37.2783,-95.7889
601,Lawrence,5K,9/28/2019,Shoreline Shuffle,https://trailhawks.com,KS,38.9368,-95.3631
602,Shawnee,"6hrs, 5K",9/29/2019,I Double Ogg Dare You!,http://teamsparklekc.com,KS,38.9932,-94.7987
603,Meriden,"50K, 1/2 Marathon",10/5/2019,Lake Perry Rocks! Trail Run,http://psychowyco.com,KS,39.1749,-95.4724
604,Brainard,"1/2 Marathon, 4 Miler, Mile",10/5/2019,"Bohemian Alps Endurance Runs Half Marathon, 4 Mile, 1 Mile",http://dalenielsen68626.tripod.com/,NE,41.1831,-97.0022
605,Cassoday,"50 Miler, 100 Miler",10/12/2019,Heartland,http://www.ksultrarunners.org/,KS,38.0328,-96.6392
606,Ottawa,"100 Miler, 100K, 50 Miler, 50K, Marathon, 1/2 Marathon",10/26/2019,Kansas Rails-to-Trails Extravaganza,http://ultraextravaganza.com,KS,38.5887,-95.2717
607,Wichita,"24hrs, 12hrs, 6hrs",11/8/2019,KUS 6/12/24 Hour Run,http://www.ksultrarunners.org,KS,37.6445,-97.2774
608,Lawrence,"50K, 25K, 10K",11/9/2019,Sanders' Saunter,http://trailhawks.com/,KS,38.9397,-95.3407
609,Kansas City,"Club Gold Sponsor, Family 1-YR Membership, Single 1-YR Membership (one runner)",12/30/2019,Trail Nerds Membership,http://www.trailnerds.com,KS,39.1155,-94.6268
610,Kansas City,5K,1/19/2020,"Psychodelic 5K Trail Run, Winter Edition",http://www.psychowyco.com/id68.html,KS,39.1647,-94.7782
611,Meriden,"50K, 1/2 Marathon",1/25/2020,"Rock-On, Lake Perry! Trail Run",http://www.psychowyco.com/lakeperrytrailruns/id3.html,KS,39.1794,-95.4794
612,Pretty Prairie,"40 Miler, 25K",3/7/2020,AlfaDog 40 mile + 25K,https://facebook.com/alfadog40,KS,37.7822,-98.0194
613,Lawrence,"42.42 Miler, 29.35 Miler, Marathon, 16.24 Miler, 1/2 Marathon, Pi Miler",3/14/2020,Pi Day River Rotation,https://trailhawks.com/races/2019/mar/09/pi-day-9/,KS,38.9728,-95.2183
614,Ottawa,"100 Miler, 100K, 50 Miler, 50K",3/28/2020,Prairie Spirit Trail,http://www.prairiespirit100.com,KS,38.588,-95.2718
615,Stillwater,"100K, 50K, 25K, 12K, 5K, Virtual Runner",4/11/2020,Lake McMurtry Run,https://www.facebook.com/RobbersCaveOutlaw100/?modal=admin_todo_tour,OK,36.1698,-97.1878
616,Meriden,"100K, 40 Miler, Marathon, 1/2 Marathon",4/18/2020,Free State Trail Run,http://www.psychowyco.com/,KS,38.9355,-95.3757
617,Manhattan,"50 Miler, Marathon",4/18/2020,Flint Hills 50 and Marathon,http://manhattanrunningco.com/,KS,39.1995,-96.5113
618,Cassoday,"50 Miler, 50K",5/2/2020,Heartland 50,http://www.ksultrarunners.org,KS,38.0406,-96.6391
619,El Dorado,"Marathon, 1/2 Marathon, 10K, 5K",6/6/2020,David Wernli SWW Advisors Storm the Dam Trail Run,http://www.stormthedam.com/,KS,37.839,-96.8192
620,Shawnee,Membership,8/20/2020,KC Dirt Community Membership,https://www.kcdirtcommunity.com,KS,39.0228,-94.7152
621,Corbin,"50K, 30K, 10K",9/28/2019,Moonbow Ultra,http://www.ejadventures.org,KY,36.839,-84.344
622,Crossville,"8.2 Miler, 5K, 1.1 Miler",9/28/2019,Crossville Rotary Club Fall “Loop the Lake” Runs,http://www.crossvillerotary5k.org/,TN,35.8685,-85.0608
623,Norton,10K,10/5/2019,The Hellbender 10k,http://highknobhellbender.wordpress.com/,VA,36.934,-82.6287
624,Nashville,6 Miler,10/6/2019,Nashville Running Company's Shelby Bottoms 6 Miler,http://www.nashvillerunning.com/events/,TN,36.165,-86.7335
625,Norton,"100 Miler, 100K, 50K, 25K",10/12/2019,Cloudsplitter 100,http://www.cloudsplitter100.com/,VA,36.9331,-82.63
626,Stearns,100 Miler,10/12/2019,No Business 100,http://www.nobusiness100.com/,KY,36.699,-84.4774
627,Nashville,"Mile, 5K",10/12/2019,Pumpkin Patch Run and Bell's Hell 5k,https://www.facebook.com/events/719872451689202/,TN,36.1543,-86.9219
628,Salem,"5K, 2 Miler, Mile",10/19/2019,We Care For Health Care,https://www.facebook.com/Livingston-Hospital-Healthcare-Services-Inc,KY,37.2623,-88.2572
629,Defeated,1/2 Marathon,10/20/2019,Nashville Running Company's Defeated,http://nashvillerunning.com,TN,36.302,-85.9096
630,Knoxville,12hrs,10/26/2019,Meads Quarry Vertical Challenge,http://www.eamonncottrell.com/mqvc,TN,35.9517,-83.8662
631,Franklin,"50 Miler, Marathon",11/2/2019,Natchez Trace Trail Run,http://hardwinadventures.com/natchez-trace-trail-run/,TN,35.8679,-87.0351
632,Pine Ridge,"50K, 25K",11/9/2019,Rough Trail 50K,http://www.nextopportunityevents.com,KY,37.7678,-83.6088
633,St. Paul,"24hrs, 12Hrs PM Start, 12hrs AM Start, 6Hrs PM Start, 6Hrs Ruck, 6hrs AM Start",11/30/2019,The Oxbow Ultra,https://www.facebook.com/pages/Oxbow-Ultra/1646262642267211?ref=bookmarks ,VA,36.904,-82.3207
634,Montgomery Bell State Park,"50K, 25K, 15K, 5K, 1 Mile Fun Run",12/14/2019,Bell Ringer Trail Run,http://tnstateparks.com/parks/about/montgomery-bell,TN,36.0989,-87.2742
635,Gallatin,6 Miler,12/15/2019,Nashville Running Company's Lock 4 Six Miler,http://nashvillerunning.com/,TN,36.3415,-86.4731
636,Watertown,"4 Person Relay - 24 Hour, 24 Hour Solo, 4 Person Relay - 12 Hour, 2 Person Relay - 12 hour, 12 Hou",2/1/2020,Black Toe Run,http://hardwinadventures.com/?page_id=585,TN,35.9865,-86.087
637,Williamson,"47hrs, 47 Hours - 2 Person Relay, 47 Hours - 3 Person Relay, 35hrs, 35 Hours - 2 Person Relay, 35",3/6/2020,Conquer The Wall Endurance Challenge - 47HR & 35HR,https://www.facebook.com/conquerthewallendurancechallenge/,WV,37.6719,-82.2929
638,Pegram,"50K, 25K, 25K Ruck, 12K Ruck, 12K",3/14/2020,Music City Trail Ultra,http://hardwinadventures.com/?page_id=675,TN,36.1783,-87.0461
639,Stearns,"50K, 25K, 1.3 Miler, 10K",4/4/2020,Yamacraw,http://www.runyamacraw.com,KY,36.6708,-84.548
640,McArthur,"1/2 Marathon, 4.5 Miler",4/4/2020,Iron Furnace Trail Run,http://www.ironfurnacetrailrun.com/,OH,39.3279,-82.3497
641,Whitetop,Marathon,4/11/2020,Down the Mountain Marathon,https://www.trojantiming.com/Race/VA/Damascus/DowntheMountainMarathon,VA,36.6347,-81.7922
642,Maryville,"24 Hour Solo, 24 Hours - 6 Person Relay, 12 Hour Solo, 12 Hours - 6 Person Relay, 6 Hour Solo, 6 H",4/25/2020,Three Sisters Ultra Festival,https://www.facebook.com/groups/1637161256556238/,TN,35.7489,-83.962
643,Hiawassee,5K,4/25/2020,Brasstown Bald BUSTER 5k,http://www.runbumtours.com,GA,34.8701,-83.81
644,Mouth of Wilson,"50 Miler, 50K, 1/2 Marathon",5/2/2020,Grayson Highlands Half Marathon/ 50K,https://www.runbumtours.com/graysonhighlandsraces,VA,36.6212,-81.4845
645,Burnsville,"50K, Vertical K / 10k",5/16/2020,Quest for the Crest Vertical 10k/50k,https://www.runbumtours.com,NC,35.7721,-82.2015
646,Rockwood,"96hrs, 72hrs, 48hrs, 36hrs, 24hrs, 12 Hour NIGHT, 12 Hour DAY, 6hrs",5/27/2020,Ozone Endurance Challenge,http://www.ozonechallenge.org,TN,35.8862,-84.8153
647,Damascus,"50 Miler, 50K",6/6/2020,Dam Yeti 50,https://www.yetitrailrunners.com/,VA,36.6341,-81.7846
648,Spencer,"40 Miler, 20K",8/29/2020,Caney Fork Ultra,http://www.caneyforkultra.com,TN,35.7951,-85.2835
649,Frozen Head State Park,50K,9/19/2020,The Barkley Fall Classic,https://www.durbinracemanagement.com,TN,36.1223,-84.5147
650,Jonesborough,"36hrs, 24hrs, Sat 12hrs, 12hrs, 6hrs Sat Night, 3hrs",10/2/2020,Buffalo Mountain Endurance Run Challenge,https://www.facebook.com/events/2233554220191353/,TN,36.2125,-82.4009
651,St Francisville,"Morning 12 Miler, Morning 6 Miler",9/28/2019,Thonnica Khills Trail Race,https://www.facebook.com/events/425931058047373/,LA,30.9649,-91.4066
652,Mandeville,"3 Miler, 1.5 Miler",10/5/2019,Q50 Races 5Kanine,http://www.q50races.com,LA,30.3376,-90.0381
653,Port Allen,"Machete 7 Challenge (all 3 Races), 4 Miler, Sugar Mile",10/12/2019,Cane Field Classic,https://www.facebook.com/Cane-Field-Classic-524321094757386/?modal=admin_todo_tour,LA,30.4652,-91.2065
654,Lake Charles,"50K, 25K, 7.78 Miler",10/19/2019,The Danimal 50k,http://www.teamasap.net/the-danimal-50k-trail-race,LA,30.3002,-93.2558
655,new orleans,"50 Miler, 50K",10/19/2019,The New Orleans Ultramarathon,https://www.facebook.com/events/308167493203788/,LA,29.9571,-90.0629
656,Port Allen,"100 Miler, 100M - 3 Per Relay, 100M - 6 Per Relay, 100K, 50K, 20 Miler, 10 Miler",11/2/2019,Children of the Cane 100,https://www.facebook.com/events/1796168237342233/,LA,30.4766,-91.2311
657,Franklinton,"12 Miler, 6 Miler",11/16/2019,Q50 Races Chupacabra,http://www.q50races.com,LA,30.7667,-90.1446
658,Mandeville,5K,12/7/2019,Q50 Races Santa on Trails 5k,http://www.q50races.com,LA,30.3344,-90.0431
659,Ville Platte,"100 Miler, 60 Miler, 40 Miler, 20 Miler",12/14/2019,Loup Garou Trail Run,http://www.loupgaroutrailrun.com/,LA,30.7888,-92.2829
660,Alexandria,"100K, 50 Mile Mountain Bike, 50 Mile Run, 27 Mile Mountain Bike, 27 Miler, 1/2 Marathon",1/4/2020,Wild Azalea Trail Challenge,http://www.wildazaleatrail.com,LA,31.2404,-92.6797
661,Norco,"10 Miler, 5 Miler",1/4/2020,Q50 Races Resolution,http://www.q50races.com,LA,30.021,-90.409
662,Franklinton,"52 Miler, 39 Miler, 26 Miler, 13 Miler, 10 Miler, 5 Miler",2/1/2020,Q50 Races Trails Extravaganza 2020,http://www.q50races.com,LA,30.7671,-90.1575
663,Provencal,"100 Miler, 100K, 50K",2/29/2020,Red Dirt Ultra,http://www.paixrunning.com/p/red-dirt-ultra_9.html,LA,31.4787,-93.1033
664,Ville Platte,"60 Mile - 2 Person Relay, 60 Mile - 3 Person Relay, 60 Mile - 4 Person Relay, 60 Mile - 5 Person R",3/21/2020,Chicot Challenge 60 Mile Trail Relay,http://www.ChicotChallenge.com,LA,30.7949,-92.2784
665,Keithville,"100 Miler, 100K, 50K, 25K, 10K",4/4/2020,Screaming Monkey 100,https://www.facebook.com/SM100GetOnATrailShreveport/,LA,32.2592,-93.9439
666,Jackson,"12hrs, 12 Hour Relay",4/18/2020,Fondren Urban Ultra,http://www.mutsrunning.org,MS,32.3371,-90.174
667,Pownal,"50 Miler, 50K",10/13/2019,Big Brad Ultras,http://trailmonsterrunning.org/bigbradultras,ME,43.8994,-70.179
668,Craftsbury,"45K, 45K - 3 Person Relay, 30K, 15K",10/27/2019,Black River Beatdown,https://www.ironwoodadventureworks.com/blackriverbeatdown,VT,44.6804,-72.3635
669,Randolph,10K,10/27/2019,Randolph Ramble,https://randolphramble.com/,NH,44.3909,-71.286
670,Freeport,"50 Mile - 6 Person Relay, 50 Miler, 50K, 50K - 4 Person Relay, 25K, 25K - 2 Person Relay",11/3/2019,Farm to Farm Ultra,http://farmtofarm.weebly.com/,ME,43.8285,-70.0743
671,Cutler,"10 Miler, 20 Miler",11/17/2019,Bold Coast Bash Trail Race - 10mi/20mi,http://www.boldcoastrunners.org,ME,44.6987,-67.1578
672,Turner,"100 Mile 5 Person Relay, 100 Miler",5/9/2020,Riverlands 100,http://www.riverlands100.com/,ME,44.2612,-70.1874
673,Stark,"50 Miler, 25 Miler",9/19/2020,Kilkenny Ridge Race,http://www.rockhopperraces.com,NH,44.5971,-71.3676
674,Big Rapids,"50 Miler, Marathon, 1/2 Marathon",9/28/2019,The Hungerford Trail Races,http://www.hungerfordgames.com/,MI,43.6869,-85.5261
675,Lapeer,24hrs,9/28/2019,Bear Lake Ultra,http://www.bearlakecamp.org,MI,43.1316,-83.2352
676,Belmont,5K,9/29/2019,Rockfit Fall Trail Race,https://www.facebook.com/events/471031676721087/,MI,43.0541,-85.5012
677,Cleveland,"50 Miler, 50K, 25K, 8 Miler",10/5/2019,Doan Creek Trail Run,https://runningforwardandgivingback.com/doan-creek,OH,41.4893,-81.5824
678,Rochester Hills,"50K Relay, 50K, 1/2 Marathon, 10K, 5K",10/5/2019,Thru The Leaves TRAIL Races,http://move-itfitnessllc.com,MI,42.6786,-83.1086
679,West Olive,"5K Sat, 12hrs, 10K, 6hrs, 5K Fri",11/1/2019,The Ultra Bird 12hr and 6hr Trail Races,http://www.egressendurance.com,MI,42.9172,-86.149
680,Shelby Twp.,"Marathon, 1/2 Marathon",11/2/2019,Run the Bends,https://move-itfitness.com/races/run-the-bends-marathon/,MI,42.6517,-83.0657
681,Belmont,"5 Miler, 2 Miler",11/2/2019,Trails to Hope Series-Race #1,http://www.trailstohope.com,MI,43.0541,-85.5012
682,Belmont,"5 Miler, 2 Miler",11/9/2019,Trails to Hope Series-Race #2,http://www.trailstohope.com,MI,43.0542,-85.5012
683,Belmont,"5 Miler, 2 Miler",11/16/2019,Trails to Hope Series-Race #3,http://trailstohope.com,MI,43.0541,-85.5012
684,Shelby Twp.,"13.1M Both Days, 1/2 Mar, 10K Both Day, 10K, 4M Both Day, 4 Miler, 2M Both Day, 2 Miler",11/28/2019,Turkey Trail Trot,http://www.move-itfitness.com,MI,42.6708,-83.033
685,Leonard ,5K,12/8/2019,Bad Santa,http://www.move-itfitness.com,MI,42.8026,-83.1626
686,Middleville,"50 Miler, 50K, 25K, 10K",1/4/2020,Yankee Springs Winter Challenge,http://switchbackendurance.com/yankee-springs-winter-challenge/,MI,42.7131,-85.462
687,Willoughby,"4hrs, 0hrs",4/25/2020,Lakeshore Mini Ultra,https://runningforwardandgivingback.com/lakeshore-mini-ultra,OH,41.6971,-81.3967
688,Leonard,"24hrs, 12hrs, 6hrs",5/2/2020,Twilight Zone 24 Hour Endurance Run,http://www.move-itfitness.com,MI,42.8035,-83.1649
689,Ludington,"52 Hours, 52 Hours - 5 Person Relay, 52 Hours - 10 Person Relay",5/23/2020,VM150 - Veterans Memorial 150,http://www.vm150.com,MI,43.9552,-86.4611
690,Peninsula,"100 Miler, 50 Miler",5/30/2020,Lighthouse 100,http://www.lighthouse100ultra.com/,MI,44.9901,-85.4787
691,Kewaskum,"40 Miler, 50K, Marathon, 1/2 Marathon, 13K",7/18/2020,Lunatics Trail Series,https://www.traildogrunning.com/,WI,43.4944,-88.2225
692,Holly,Last Person Standing,7/18/2020,Ode to Laz Michigan Backyard Ultra,https://www.facebook.com/OdetoLaz/,MI,42.8034,-83.5096
693,Rochester Hills,"12hrs, 8hrs, 6 Hours -  Relay, 4hrs, 4 Miler",7/25/2020,Loopty Loop,http://move-itfitnessllc.com,MI,42.6755,-83.1134
694,Two Harbors,"100 Miler, 55 Miler, 20 Miler",9/28/2019,The Heck of the North,https://www.heckofthenorth.com,MN,47.1492,-91.6624
695,Lake Elmo,"10K, 6hrs, 5K",10/5/2019,Night Owl Shuffle,http://www.nightowlraces.org,MN,44.9774,-92.9021
696,Duluth,"100K, 50K",10/19/2019,Wild Duluth Races,https://www.wildduluthraces.com,MN,46.7785,-92.1022
697,Duluth,1/2 Marathon,10/20/2019,Harder 'n Heck Half Marathon,https://www.wildduluthraces.com,MN,46.661,-92.2812
698,Duluth,10K,10/20/2019,Terribly Tough 10K,https://www.wildduluthraces.com,MN,46.6762,-92.2588
699,River Falls,8hrs,11/2/2019,Icebox 480,http://www.icebox480.com/,WI,44.9368,-92.5366
700,Eau Claire,"50K, 25K, 10K, 5K",11/2/2019,Fall Back Blast Trail Run,http://corbatrails.org/events/fallbackblast,WI,44.7615,-91.4665
701,Duluth,5K,12/14/2019,Chester Rim 5K -Duluth Winter Trailrunning Series,https://trailrunners.wixsite.com/wintertrailseries,MN,46.8135,-92.0908
702,Rice Lake-Park Falls,"160M Bike, 160M Ski, 160M Run, 80M Run, 80M Bike, 80M Ski",12/27/2019,Tuscobia Winter Ultra,http://tuscobia.wordpress.com/,WI,45.5155,-91.7427
703,Duluth,Film ticket,1/3/2020,The Trail Running Film Festival - Duluth MN,http://www.trailfilmfest.com/,MN,46.7586,-92.1336
704,Duluth,"Snowshoe Marathon, Marathon, Snowshoe 1/2 Mar., 1/2 Marathon",1/4/2020,Duluth Winter Trailrunning Series - Northwoods Marathon & Half Marathon,https://trailrunners.wixsite.com/wintertrailseries,MN,46.8561,-92.0135
705,Hinckley,"40 Miler Ski, 40 Miler Fat Bike, 40 Miler Run",1/11/2020,St. Croix 40 Winter Ultra,http://stcroixwinterultra.com,MN,45.9575,-92.6059
706,Duluth,5K,1/18/2020,Wild Winter Wipeout 5K - Duluth Winter Trailrunning Series,https://www.duluthwintertrailseries.com/,MN,46.7158,-92.2047
707,Duluth,"10K Snowshoe, 10K Run",2/8/2020,Duluth Winter Trailrunning Series - Hartley Park 10K,https://trailrunners.wixsite.com/wintertrailseries,MN,46.838,-92.0864
708,Minong,"62K, 25K, 10K",5/9/2020,Popple Shoot Trail Races,https://www.bigslorunning.com/,WI,46.0958,-91.826
